snt_id,sdr,sdr_i,si-snr,si-snr_i
12571007_1.091_12561116_-1.091.wav,16.504051208496094,15.58073902130127,15.799057006835938,15.134225845336914
12571008_2.2639_12561119_-2.2639.wav,13.28182601928711,13.023599624633789,12.135231018066406,12.038686752319336
12571009_1.8969_12571001_-1.8969.wav,10.97704792022705,8.45988655090332,10.282586097717285,8.82120418548584
12571012_0.43028_12571003_-0.43028.wav,2.743450164794922,2.716466188430786,1.3513535261154175,1.9928467273712158
12571013_0.094084_12571004_-0.094084.wav,-1.0181766748428345,-1.8155221939086914,-3.7122106552124023,-4.211994647979736
12571015_1.6581_12571005_-1.6581.wav,3.6371867656707764,3.706951141357422,2.6573336124420166,2.758025646209717
12571017_2.0158_12571010_-2.0158.wav,2.1034488677978516,2.0437049865722656,1.2535005807876587,1.4864542484283447
12571020_1.6951_12571011_-1.6951.wav,-1.218335509300232,-1.3998733758926392,-3.919106960296631,-3.8525586128234863
12571021_2.2226_12571014_-2.2226.wav,13.803434371948242,13.27342414855957,13.283590316772461,13.393477439880371
12571022_0.1923_12571016_-0.1923.wav,0.36488771438598633,0.31789085268974304,-0.8463611006736755,-0.8159927129745483
12571023_2.1098_12571018_-2.1098.wav,12.744884490966797,12.99071979522705,12.331480026245117,12.985158920288086
12571024_1.2117_12571019_-1.2117.wav,4.975130081176758,4.485165596008301,3.2890851497650146,3.1980538368225098
12571025_1.2665_12571026_-1.2665.wav,20.133087158203125,19.969629287719727,19.799461364746094,19.68008804321289
12571027_0.629_12571034_-0.629.wav,2.0849995613098145,1.5159931182861328,1.0025601387023926,0.7484316229820251
12571028_0.45114_12571035_-0.45114.wav,-2.327131509780884,-2.490293502807617,-4.119523048400879,-4.092982292175293
12571029_0.034919_12571037_-0.034919.wav,6.507911682128906,5.892389297485352,5.631796836853027,5.916836738586426
12571030_0.39082_12571039_-0.39082.wav,0.7295401096343994,1.0049989223480225,-1.1643736362457275,-0.8374669551849365
12571031_1.5312_12571040_-1.5312.wav,3.863466739654541,4.081433296203613,2.7156801223754883,3.2032697200775146
12571032_0.17348_12571042_-0.17348.wav,-2.5704452991485596,-2.569075584411621,-4.772543430328369,-4.629856586456299
12571033_1.4441_12571043_-1.4441.wav,4.01811408996582,3.4271321296691895,2.565429925918579,2.2234389781951904
12571036_0.63522_12571046_-0.63522.wav,13.741098403930664,13.907565116882324,12.664463996887207,13.521240234375
12571038_1.7407_12571048_-1.7407.wav,12.157928466796875,11.894755363464355,11.379353523254395,11.379239082336426
12571041_0.45018_12571050_-0.45018.wav,17.111263275146484,16.46074867248535,16.42139434814453,16.0961856842041
