snt_id,sdr,sdr_i,si-snr,si-snr_i
12571007_1.091_12561116_-1.091.wav,17.13934326171875,16.359970092773438,16.649152755737305,16.06174087524414
12571008_2.2639_12561119_-2.2639.wav,19.567773818969727,19.430208206176758,19.230636596679688,19.164432525634766
12571009_1.8969_12571001_-1.8969.wav,4.840553283691406,4.735379219055176,3.1388320922851562,3.2962124347686768
12571012_0.43028_12571003_-0.43028.wav,-2.857083797454834,-2.6519525051116943,-4.513757705688477,-4.098563194274902
12571013_0.094084_12571004_-0.094084.wav,2.8613433837890625,2.783963203430176,1.5637760162353516,1.5806825160980225
12571015_1.6581_12571005_-1.6581.wav,3.4361398220062256,3.552680015563965,2.3592822551727295,2.516965866088867
12571017_2.0158_12571010_-2.0158.wav,0.15398168563842773,0.1694643795490265,-1.9632678031921387,-1.8458881378173828
12571020_1.6951_12571011_-1.6951.wav,14.958532333374023,13.947287559509277,14.32967758178711,13.741776466369629
12571021_2.2226_12571014_-2.2226.wav,18.312746047973633,17.726207733154297,17.517580032348633,17.61296272277832
12571022_0.1923_12571016_-0.1923.wav,6.69512414932251,6.4563117027282715,5.637340545654297,5.624504089355469
12571023_2.1098_12571018_-2.1098.wav,0.7422917485237122,0.9427042007446289,-0.29615068435668945,0.029911935329437256
12571024_1.2117_12571019_-1.2117.wav,1.0562806129455566,0.7321444153785706,-0.15488767623901367,-0.1621936559677124
12571025_1.2665_12571026_-1.2665.wav,8.921346664428711,8.793700218200684,7.707725524902344,8.480484008789062
12571027_0.629_12571034_-0.629.wav,9.103307723999023,8.745315551757812,8.34976863861084,8.08967113494873
12571028_0.45114_12571035_-0.45114.wav,-0.7152458429336548,-0.9246530532836914,-2.157855987548828,-1.9275097846984863
12571029_0.034919_12571037_-0.034919.wav,7.662672996520996,6.525228977203369,5.296411514282227,5.653904438018799
12571030_0.39082_12571039_-0.39082.wav,5.4475321769714355,4.011691093444824,4.167896270751953,3.958817720413208
12571031_1.5312_12571040_-1.5312.wav,21.12959098815918,21.201332092285156,20.692310333251953,20.945077896118164
12571032_0.17348_12571042_-0.17348.wav,-1.4176781177520752,-1.312778353691101,-3.1515235900878906,-3.010270118713379
